Subscription_ID__c,Assessed_Machines__c,Asset__c,CreatedById,Current_Licence__c,Customer_Name__c,Deployment_Date__c,Name,Deployment_Status__c,Deployment_Type__c,Discovered_Machines__c,Install_Date__c,LastModifiedById,Last_Updated__c,Licence_GUID__c,Managed_App_Location__c,OwnerId,Provisioning_Status__c,Renewal_Date__c,Renewal_Licence__c
f0e1607b-4658-4abf-b6a8-5df6a5447929,114,02iJ1000000HQoXIAW,0055g00000GCXjLAAX,Microsoft Funded,NordaxFinansAB,2024-06-03T00:34:18.000+0000,4279e5a3-8145-491c-ab92-eccddb5e5219,Active,SaaS,114,2024-06-02T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,F1743BF8-9C7F-0A68-1ED8-78B42AB8E6AE,westeurope,0055g00000GCXjLAAX,Succeeded,2024-10-07T13:00:00.000+0000,Not Appliable
f0e1607b-4658-4abf-b6a8-5df6a5447929,31,02iJ1000000HRKVIA4,0055g00000GCXjLAAX,Microsoft Funded,ThongThaiTextile,2024-06-19T20:48:04.000+0000,f268c5d5-a0d7-4529-94f0-ee1d705382f3,Active,SaaS,31,2024-06-19T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:15.000+0000,A86937C0-1490-7676-8CE3-78F60610A3CB,southeastasia,0055g00000GCXjLAAX,Succeeded,2024-10-24T13:00:00.000+0000,Not Appliable
f0e1607b-4658-4abf-b6a8-5df6a5447929,478,02iJ1000000HTfjIAG,0055g00000GCXjLAAX,Microsoft Funded,EXP,2024-08-07T13:02:31.000+0000,e5a647df-598c-4eb3-96da-ff073f6af90b,Active,SaaS,490,2024-08-06T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,36E1B367-DF74-78AD-4511-41C6C8F9AC42,canadacentral,0055g00000GCXjLAAX,Succeeded,2024-12-11T13:00:00.000+0000,Not Applicable
cf898d91-c6ff-423f-a1c4-f59408edfce9,0,,0055g00000GCXjLAAX,,,2024-07-07T19:56:53.000+0000,7bad1a93-341d-4f62-88cd-0060fc57b8d5,Removed,MarketPlace,0,,0055g00000GCXjLAAX,2024-07-07T20:00:10.000+0000,,australiasoutheast,0055g00000GCXjLAAX,Accepted,,
f0e1607b-4658-4abf-b6a8-5df6a5447929,174,02iJ1000000HUyRIAW,0055g00000GCXjLAAX,Microsoft Funded,MDFCommerceInc,2024-09-10T13:05:36.000+0000,55dc950f-113c-4f96-b2dc-1fb9692a7e18,Active,SaaS,175,2024-09-09T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:13.000+0000,606BACB9-1967-F9E6-8AE8-8B9F7C070376,eastus,0055g00000GCXjLAAX,Succeeded,2025-01-14T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,157,02i5g00000CERQPAA5,0055g00000GCXjLAAX,Standard Monthly,BGLGROUPLTD,2024-01-16T15:39:30.000+0000,0c6f08a0-0e77-49db-9ccf-27159b744387,Removed,SaaS,162,2024-01-16T15:39:33.000+0000,0055g00000GCXjLAAX,2024-06-05T14:00:10.000+0000,26F6A6CD-8CD3-621C-0E98-983A0BE0AF98,uksouth,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
3646ca74-142a-490e-b938-15d66c5837f8,928,02iJ1000000HQcDIAW,0055g00000GCXjLAAX,Monthly PAYG (Direct),TheAA,2024-08-28T00:53:33.000+0000,2320cbe7-d2cb-4794-9c35-2717abfd686a,Active,MarketPlace,942,2024-05-22T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:06.000+0000,867604E8-042B-0FDB-6272-B37693ECD8BD,northeurope,0055g00000GCXjLAAX,Succeeded,2024-09-26T14:00:00.000+0000,Monthly PAYG (Direct)
f0e1607b-4658-4abf-b6a8-5df6a5447929,190,02iJ1000000HTWRIA4,0055g00000GCXjLAAX,Microsoft Funded,MEDACINC,2024-08-04T16:31:25.000+0000,9fb0e4d8-767c-4e69-a4f0-28385db17633,Active,SaaS,190,2024-08-04T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:13.000+0000,26B121DC-C723-D44F-B062-CD9A3677CE18,eastus,0055g00000GCXjLAAX,Succeeded,2024-12-09T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,160,,0055g00000GCXjLAAX,Standard Monthly,Richter,2023-09-28T08:47:09.000+0000,4ad172dd-5b87-4966-9137-283b97150c86,Removed,SaaS,160,2023-09-28T08:47:11.000+0000,0055g00000GCXjLAAX,2024-06-05T08:00:11.000+0000,E4E7782A-CBAF-A400-D8F5-BD7FCAB7E03C,canadacentral,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
3c7da993-e79b-4178-a154-1b6f6b1395f0,148,02iJ1000000HSwDIAW,0055g00000GCXjLAAX,Validating,MASS,2024-08-07T00:13:36.000+0000,50f0115b-b487-474d-af00-2c5b02cadfe1,Active,MarketPlace,148,2024-08-07T00:13:39.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:06.000+0000,580A41E3-D46D-8236-D3D1-AEFF56C592C6,westeurope,0055g00000GCXjLAAX,Failed,2023-07-22T03:37:00.000+0000,Validating
f0e1607b-4658-4abf-b6a8-5df6a5447929,248,,0055g00000GCXjLAAX,Microsoft Funded,COOPSverigeAB,2024-04-25T18:10:36.000+0000,7c78e4cf-2fe3-44e8-9428-2c8bf2055728,Removed,SaaS,248,2024-04-25T14:00:00.000+0000,0055g00000GCXjLAAX,2024-09-30T18:00:08.000+0000,,westeurope,0055g00000GCXjLAAX,Succeeded,2024-07-24T14:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,87,02i5g000000wNUiAAM,0055g00000GCXjLAAX,Standard Monthly,GlobalExcelManagementInc,2023-11-20T18:13:59.000+0000,c881f4f2-f0bf-4de3-86c0-2fda9282f682,Removed,SaaS,87,2023-11-20T18:14:01.000+0000,0055g00000GCXjLAAX,2024-06-05T20:00:10.000+0000,4639A5F2-F2A5-E188-F5BA-5D42EC2CF799,eastus,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,1340,02i5g00000CFNKRAA5,0055g00000GCXjLAAX,Microsoft Funded,Starkey,2024-02-29T11:51:24.000+0000,5a47deb5-43e5-44d8-91fa-3b107d1679db,Removed,SaaS,1349,2024-02-29T11:51:28.000+0000,0055g00000GCXjLAAX,2024-07-06T20:00:40.000+0000,99F591BA-8315-9AEF-0B89-7B134F8DAEA8,eastus,0055g00000GCXjLAAX,Succeeded,2024-05-28T14:00:00.000+0000,Not Applicable
b8e102ee-b216-46f8-9aef-98279624a6bc,277,,0055g00000GCXjLAAX,Microsoft Funded,YourHousingGroup,2024-05-14T02:08:47.000+0000,cd185859-a7d1-4088-9db8-3e203665d757,Removed,MarketPlace,279,2024-05-14T02:08:49.000+0000,0055g00000GCXjLAAX,2024-06-12T22:03:08.000+0000,3BDC7DDF-E9E4-4C8A-AAF0-5C3F9655606E,uksouth,0055g00000GCXjLAAX,Succeeded,2024-08-11T14:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,566,02iJ1000000HUjSIAW,0055g00000GCXjLAAX,Microsoft Funded,RoskildeUniversitetscenter,2024-09-03T18:50:19.000+0000,46a584f3-92c3-4f41-b7a2-429047d0ae09,Active,SaaS,573,2024-09-03T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,66F52932-C50B-649D-7231-24B329C7B841,westeurope,0055g00000GCXjLAAX,Succeeded,2025-01-08T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,437,02iJ1000000HTjjIAG,0055g00000GCXjLAAX,Microsoft Funded,DufryTravelRetailLtd,2024-08-11T13:52:04.000+0000,18f4bcae-bc17-449c-9a3e-6db24a570a9a,Active,SaaS,472,2024-08-10T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,1DBC0EDB-45B8-DAFD-2FBA-313C17F58C8F,westeurope,0055g00000GCXjLAAX,Succeeded,2024-12-15T13:00:00.000+0000,Not Applicable
7399aa89-9abb-4745-b965-4f58095379ec,207,,0055g00000GCXjLAAX,Hibernate Monthly,ESRNZ,2022-10-03T14:19:38.000+0000,6c388efe-a8ac-4760-b663-6e6146a32db8,Active,MarketPlace,207,2022-10-03T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,CF6EFD06-A598-8A03-5479-2B27F5A15316,australiaeast,0055g00000GCXjLAAX,Succeeded,2024-11-01T13:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,21,02iJ1000000HV24IAG,0055g00000GCXjLAAX,Microsoft Funded,TokyoPolytechnicUniversity,2024-09-11T15:39:09.000+0000,dd459ad7-4e57-4954-8693-88aedf79607d,Active,SaaS,21,2024-09-11T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:15.000+0000,777849DF-053A-6490-C3A9-79591537C4B2,southeastasia,0055g00000GCXjLAAX,Succeeded,2025-01-16T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,51,02iJ1000000HSjAIAW,0055g00000GCXjLAAX,Microsoft Funded,SaudiResearchAndMarketingGroup(SRMG),2024-07-21T23:16:58.000+0000,2ada6b0b-7ba9-4c07-89a9-a1e7802e6880,Active,SaaS,51,2024-07-21T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:15.000+0000,7472240D-46C4-7442-3A0D-6A07B676E72C,westeurope,0055g00000GCXjLAAX,Succeeded,2024-11-25T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,18,02iJ1000000HQz9IAG,0055g00000GCXjLAAX,Microsoft Funded,LippoKarawaci,2024-06-03T17:58:12.000+0000,b5a6d79e-6391-4c9a-a8f0-bb55237fe750,Active,SaaS,18,2024-06-03T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:13.000+0000,BBF0963F-AF26-C9EC-CE94-1ACF335FC6C4,southeastasia,0055g00000GCXjLAAX,Succeeded,2024-10-08T13:00:00.000+0000,Not Appliable
ccf90a61-4eb6-4457-93bc-350b24b39724,3337,02i5g00000CCkg8AAD,0055g00000GCXjLAAX,Hibernate Monthly,Inovahealthsystem,2024-03-13T06:50:47.000+0000,38da1c92-a307-40f0-8e6f-d08de8bd41b3,Removed,MarketPlace,3343,2024-03-13T06:50:50.000+0000,0055g00000GCXjLAAX,2024-07-17T00:00:08.000+0000,EC87F796-684B-C0DD-740C-A76B7C8DC7DE,eastus2,0055g00000GCXjLAAX,Succeeded,2024-08-09T14:00:00.000+0000,Hibernate Monthly
6992350d-074d-4116-a7bc-c4d1dfa98550,825,,0055g00000GCXjLAAX,Standard PAYG,NZCS,2022-10-31T08:23:10.000+0000,c9e7c1ce-216f-47b9-b544-d1fb7cb25b98,Active,MarketPlace,962,2022-10-30T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,B8326793-DAED-FDEB-C1C6-6B9DED2463D7,australiaeast,0055g00000GCXjLAAX,Succeeded,2024-05-16T14:00:00.000+0000,Standard PAYG
f0e1607b-4658-4abf-b6a8-5df6a5447929,53,02iJ1000000HUTSIA4,0055g00000GCXjLAAX,Microsoft Funded,FIDEICOMISOREGISTROUNICODEVIVIENDA,2024-08-28T12:40:24.000+0000,b581612a-7f7f-4152-8bd5-d448b4805218,Active,SaaS,53,2024-08-27T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,2AA3CC3D-1175-281A-AC88-9FCEE6D61FBB,eastus,0055g00000GCXjLAAX,Succeeded,2025-01-01T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,1003,,0055g00000GCXjLAAX,Microsoft Funded,MassGeneralBrigham,2024-01-22T11:50:48.000+0000,e8901e0f-8e66-4833-b9b7-d450899bd228,Removed,SaaS,1003,2024-01-22T11:51:00.000+0000,0055g00000GCXjLAAX,2024-07-08T18:00:10.000+0000,1007B5C1-1B53-0D7C-12FB-95AC5E7AD6DF,eastus,0055g00000GCXjLAAX,Succeeded,2024-04-20T14:00:00.000+0000,Not Applicable
edcaf3fa-42e3-4e6a-9099-bc5a8f50cf2e,2416,02i5g00000CFLPHAA5,0055g00000GCXjLAAX,Standard Monthly^,Norlys,2024-02-15T00:03:09.000+0000,a172f546-a22f-4592-a253-eff4ef0fdd36,Active,MarketPlace,2457,2024-02-14T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:09.000+0000,8E85C94F-4492-7C1E-7B50-1E498ADD6BD7,northeurope,0055g00000GCXjLAAX,Succeeded,2024-11-10T13:00:00.000+0000,Standard Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,774,,0055g00000GCXjLAAX,Microsoft Funded Extension,PKVVerbandderprivatenKrankenversicherungeV,2024-02-21T17:02:36.000+0000,a8baa8a9-013c-4a3d-9b63-f0091d70c76c,Active,SaaS,840,2024-02-21T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,B0B5B69F-42BE-A615-DCAF-5B3B20563E29,westeurope,0055g00000GCXjLAAX,Succeeded,2024-09-29T14:00:00.000+0000,Not Appliable
f0e1607b-4658-4abf-b6a8-5df6a5447929,1804,02iJ1000000HV1uIAG,0055g00000GCXjLAAX,Microsoft Funded,HANESBRANDSINC.,2024-09-12T01:13:06.000+0000,7735c34e-45f3-408d-8a1a-46b8cb605903,Active,SaaS,1807,2024-09-11T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:13.000+0000,0DE4C2EF-4BB4-1DA5-F3C5-4F7F6DD37F86,eastus,0055g00000GCXjLAAX,Succeeded,2025-01-16T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,107,02iJ1000000HSwcIAG,0055g00000GCXjLAAX,Microsoft Funded,PERFORMANCEFOODGROUPPFG,2024-07-22T00:01:41.000+0000,428e7359-0b33-42a7-b9d1-67d00dcad0ef,Active,SaaS,107,2024-07-21T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,4119C34D-BEF8-E91D-0EE5-AF06680F088F,eastus,0055g00000GCXjLAAX,Succeeded,2024-11-25T13:00:00.000+0000,Not Applicable
82f14328-6bba-4514-9a84-92b447de2196,439,02iJ1000000HRKQIA4,0055g00000GCXjLAAX,Microsoft Funded,FosterandPartners,2024-06-30T22:10:10.000+0000,35329393-e400-4f35-a1cd-7c4606075f55,Active,MarketPlace,440,2024-06-30T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,D4FF719F-ABF8-D731-8ED3-F0C099C73452,uksouth,0055g00000GCXjLAAX,Succeeded,2024-10-28T13:00:00.000+0000,Hibernate Monthly
4c58c487-d139-471b-bd79-37bbb0cda9da,234,,0055g00000GCXjLAAX,Hibernate Monthly,NSWParliament,2022-03-06T16:28:36.000+0000,161339b3-13f9-43da-896d-7d4b0502e767,Removed,MarketPlace,234,2022-03-06T16:28:37.000+0000,0055g00000GCXjLAAX,2024-06-02T16:00:08.000+0000,B36BE2B9-595E-9E63-14DF-0376A4C3B772,australiaeast,0055g00000GCXjLAAX,Succeeded,2024-06-21T14:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,,0055g00000GCXjLAAX,Microsoft Funded,ProcuraduriadelaDefensadel,2024-09-12T01:37:40.000+0000,98bf417d-4c57-4f96-be7b-8858478d7fbd,Active,SaaS,0,2024-09-11T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,,eastus,0055g00000GCXjLAAX,Succeeded,2025-01-16T13:00:00.000+0000,Not Applicable
13ade240-7d9f-4433-9b88-67e65e3f9e86,4075,02i5g000000uzxAAAQ,0055g00000GCXjLAAX,Hibernate Monthly,SCE,2023-11-21T10:45:15.000+0000,83ae1663-0cf2-48fb-980e-887a9319759b,Active,MarketPlace,1068,2023-11-20T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:06.000+0000,D2D0C16F-134D-16C2-5CB3-96B7C4C8509B,westus,0055g00000GCXjLAAX,Succeeded,2024-11-14T13:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,298,02iJ1000000HU2DIAW,0055g00000GCXjLAAX,Microsoft Funded,ToddEnergy,2024-08-20T23:54:07.000+0000,19690ee4-d325-4074-92a8-8ca9cb5ad5fb,Active,SaaS,299,2024-08-20T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:15.000+0000,8FB25FFF-BE80-279E-AAE4-FB3E7EE876FD,australiasoutheast,0055g00000GCXjLAAX,Succeeded,2024-12-25T13:00:00.000+0000,Not Applicable
e8e76d05-6f31-4c38-b542-3dd2a28953aa,342,02iJ1000000HQN6IAO,0055g00000GCXjLAAX,Hibernate Monthly,IrwinMitchellLLP,2024-05-24T00:07:28.000+0000,7c521cba-5f7d-4369-909a-c530c7ecac88,Active,MarketPlace,342,2024-05-23T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:09.000+0000,5CFD14A9-BC50-C362-7E8C-9263D2353A13,uksouth,0055g00000GCXjLAAX,Succeeded,2024-10-20T13:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,540,02iJ1000000HTQbIAO,0055g00000GCXjLAAX,Microsoft Funded,ENTrustSolutionsGroup,2024-07-30T15:32:35.000+0000,8e7c562b-a3fb-43d5-ac5c-c77a554e4982,Active,SaaS,544,2024-07-30T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,D5A5924D-BFDD-DEB7-2D55-2E5764F0A59F,eastus,0055g00000GCXjLAAX,Succeeded,2024-12-04T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,667,02iJ1000000HYMrIAO,0055g00000GCXjLAAX,Microsoft Funded,SWICAKrankenversicherung,2024-09-22T18:53:19.000+0000,c3fcc29d-3a45-4b60-912d-ca2141f0834b,Active,SaaS,671,2024-09-22T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:15.000+0000,564033D5-E4DF-7EEF-40DC-E6CFEC34A593,westeurope,0055g00000GCXjLAAX,Succeeded,2025-01-27T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,168,02iJ1000000HU23IAG,0055g00000GCXjLAAX,Microsoft Funded,AixtronSE,2024-08-20T22:37:13.000+0000,3ea44c74-eecc-49d2-b321-ca2d0651bbbd,Active,SaaS,169,2024-08-20T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:10.000+0000,212C9317-E397-67F9-F4AE-5893E1F98B9E,westeurope,0055g00000GCXjLAAX,Succeeded,2024-12-25T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,,0055g00000GCXjLAAX,Microsoft Funded,RV-LATAM-001,2024-06-26T14:41:10.000+0000,6954b5ad-3e36-4451-8392-d25215076901,Active,SaaS,0,2024-06-26T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,,eastus,0055g00000GCXjLAAX,Succeeded,2025-06-30T14:00:00.000+0000,Microsoft Funded
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,02iJ1000000HVBxIAO,0055g00000GCXjLAAX,Microsoft Funded,KoreaTelecom,2024-05-12T17:50:58.000+0000,dca12c86-993e-4807-ace8-d2fda94c141a,Removed,SaaS,0,2024-05-12T14:00:00.000+0000,0055g00000GCXjLAAX,2024-09-30T20:00:10.000+0000,616A8B7D-9521-4E98-6F19-F19442B8E8B6,southeastasia,0055g00000GCXjLAAX,Succeeded,2024-08-10T14:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,2356,02iJ1000000HThLIAW,0055g00000GCXjLAAX,Microsoft Funded,SABESP-COMPANHIADESANEAMENTOBASICODOESTADODESAOPAULO,2024-08-08T14:03:35.000+0000,fe08ce03-58b0-4ee2-aab8-e0257ac19e70,Active,SaaS,2358,2024-08-08T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:15.000+0000,414AA317-223D-0E61-8F00-61802272DB94,eastus,0055g00000GCXjLAAX,Succeeded,2024-12-13T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,551,,0055g00000GCXjLAAX,Microsoft Funded,GovernmentOfQuebec,2024-04-08T19:26:53.000+0000,a6a0c49f-ff63-4afc-8d13-e0715293a8a1,Removed,SaaS,551,2024-04-08T14:00:00.000+0000,0055g00000GCXjLAAX,2024-09-30T10:00:14.000+0000,,canadacentral,0055g00000GCXjLAAX,Succeeded,2024-07-07T14:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,181,02iJ1000000HRdvIAG,0055g00000GCXjLAAX,Microsoft Funded,FrigusBohnS.AdeC.V,2024-06-27T16:01:32.000+0000,15098407-6fd2-45a0-ad84-e07e4b31ed6b,Active,SaaS,181,2024-06-27T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,3C8E3ACF-068A-9330-01B2-14A414BEE46D,eastus,0055g00000GCXjLAAX,Succeeded,2024-11-01T13:00:00.000+0000,Not Appliable
90cf5550-b841-4d76-8c87-60f309fce586,554,,0055g00000GCXjLAAX,,AucklandTransport,2021-12-09T16:28:09.000+0000,389e8e28-6e8e-400e-b823-e433273dfb60,Active,MarketPlace,562,2021-12-09T16:28:11.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,E1CDC4CD-5A5F-BC3A-CE76-7EDEBF9D8081,australiaeast,0055g00000GCXjLAAX,Succeeded,,
